subject_id,T0,T2,T3,T6,T10
99684024,[6. 0. 0. 1.],[4. 2. 0.],[0. 0. 0.],[0. 0. 0. 6.],[0. 0. 0. 0.]
99684025,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684026,[5. 2. 0. 0.],[5. 0. 0.],[2. 0. 0.],[0. 0. 0. 5.],[0. 1. 0. 1.]
99684027,[1. 0. 0. 6.],[0. 1. 0.],[0. 0. 0.],[0. 0. 0. 1.],[0. 0. 0. 0.]
99684028,[3. 0. 0. 4.],[2. 1. 0.],[0. 0. 0.],[0. 0. 0. 3.],[0. 0. 0. 0.]
99684029,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684030,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684031,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684032,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684050,[1. 0. 0. 6.],[1. 0. 0.],[0. 0. 0.],[0. 1. 0. 0.],[0. 0. 0. 0.]
99684051,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684052,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 7. 0. 0.],[0. 0. 0. 0.]
99684053,[4. 0. 1. 2.],[4. 0. 1.],[0. 0. 1.],[0. 1. 2. 2.],[0. 0. 1. 0.]
99684054,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[2. 3. 2. 0.],[0. 0. 0. 0.]
99684056,[6. 1. 0. 0.],[6. 0. 0.],[0. 1. 0.],[0. 0. 0. 6.],[0. 0. 1. 0.]
99684058,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684060,[2. 2. 1. 2.],[2. 1. 0.],[0. 3. 0.],[0. 2. 0. 1.],[0. 1. 1. 1.]
99684061,[5. 0. 0. 2.],[0. 5. 0.],[0. 0. 0.],[0. 0. 0. 5.],[0. 0. 0. 0.]
99684063,[6. 0. 0. 1.],[1. 5. 0.],[0. 0. 0.],[0. 0. 0. 6.],[0. 0. 0. 0.]
99684067,[4. 1. 2. 0.],[0. 5. 1.],[0. 3. 0.],[0. 0. 0. 6.],[0. 0. 0. 3.]
99684068,[7. 0. 0. 0.],[1. 6. 0.],[0. 0. 0.],[0. 0. 1. 6.],[0. 0. 0. 0.]
99684069,[5. 0. 1. 1.],[5. 1. 0.],[0. 1. 0.],[0. 3. 2. 1.],[0. 1. 0. 0.]
99684070,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684071,[5. 0. 1. 1.],[5. 0. 1.],[0. 0. 1.],[0. 1. 1. 4.],[0. 0. 1. 0.]
99684072,[6. 0. 1. 0.],[6. 1. 0.],[0. 0. 1.],[1. 1. 1. 4.],[0. 1. 0. 0.]
99684073,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 2. 5. 0.],[0. 0. 0. 0.]
99684074,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 2. 0. 5.],[0. 0. 0. 0.]
99684075,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[1. 1. 1. 3.],[0. 0. 0. 0.]
99684076,[0. 0. 2. 5.],[0. 1. 1.],[0. 2. 0.],[0. 1. 1. 0.],[1. 1. 0. 0.]
99684079,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 0. 1. 6.],[0. 0. 0. 0.]
99684083,[6. 0. 0. 1.],[5. 1. 0.],[0. 0. 0.],[0. 3. 1. 2.],[0. 0. 0. 0.]
99684088,[7. 0. 0. 0.],[2. 1. 4.],[0. 0. 0.],[0. 1. 0. 6.],[0. 0. 0. 0.]
99684091,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684095,[4. 1. 0. 2.],[4. 0. 0.],[1. 0. 0.],[0. 1. 1. 2.],[0. 0. 0. 1.]
99684097,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[0. 1. 0. 4.],[0. 0. 0. 0.]
99684099,[5. 1. 0. 1.],[5. 0. 0.],[1. 0. 0.],[0. 4. 1. 0.],[0. 0. 1. 0.]
99684105,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 0. 0. 7.],[0. 0. 0. 0.]
99684106,[2. 0. 5. 0.],[6. 1. 0.],[5. 0. 0.],[0. 1. 6. 0.],[1. 0. 4. 0.]
99684110,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[0. 1. 0. 4.],[0. 0. 0. 0.]
99684111,[3. 0. 0. 4.],[3. 0. 0.],[0. 0. 0.],[0. 0. 0. 3.],[0. 0. 0. 0.]
99684112,[0. 4. 2. 1.],[0. 1. 1.],[5. 1. 0.],[0. 1. 0. 1.],[0. 5. 1. 0.]
99684113,[6. 0. 1. 0.],[5. 2. 0.],[1. 0. 0.],[1. 1. 1. 4.],[0. 0. 0. 1.]
99684114,[6. 0. 1. 0.],[0. 7. 0.],[0. 0. 1.],[0. 1. 0. 6.],[0. 0. 1. 0.]
99684115,[5. 0. 1. 1.],[5. 1. 0.],[0. 1. 0.],[0. 3. 2. 1.],[0. 0. 0. 1.]
99684116,[4. 0. 0. 3.],[4. 0. 0.],[0. 0. 0.],[0. 1. 0. 3.],[0. 0. 0. 0.]
99684117,[3. 1. 2. 1.],[5. 0. 0.],[1. 2. 0.],[0. 2. 1. 2.],[0. 1. 0. 2.]
99684118,[6. 0. 1. 0.],[5. 1. 1.],[0. 1. 0.],[0. 2. 5. 0.],[0. 0. 0. 1.]
99684119,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684120,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 1. 0. 5.],[0. 0. 0. 0.]
99684123,[3. 0. 0. 4.],[3. 0. 0.],[0. 0. 0.],[0. 0. 0. 3.],[0. 0. 0. 0.]
99684126,[5. 1. 1. 0.],[2. 3. 1.],[0. 2. 0.],[1. 1. 0. 4.],[0. 0. 0. 2.]
99684127,[3. 0. 0. 4.],[3. 0. 0.],[0. 0. 0.],[0. 3. 0. 0.],[0. 0. 0. 0.]
99684138,[5. 0. 0. 2.],[3. 1. 1.],[0. 0. 0.],[0. 0. 1. 4.],[0. 0. 0. 0.]
99684140,[6. 1. 0. 0.],[6. 0. 0.],[0. 1. 0.],[0. 3. 1. 2.],[0. 1. 0. 0.]
99684142,[6. 0. 0. 1.],[5. 1. 0.],[0. 0. 0.],[1. 4. 1. 0.],[0. 0. 0. 0.]
99684144,[5. 2. 0. 0.],[5. 0. 0.],[0. 2. 0.],[0. 0. 1. 4.],[1. 1. 0. 0.]
99684145,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 3. 0. 3.],[0. 0. 0. 0.]
99684153,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 4. 1. 2.],[0. 0. 0. 0.]
99684154,[7. 0. 0. 0.],[6. 0. 1.],[0. 0. 0.],[0. 3. 0. 4.],[0. 0. 0. 0.]
99684155,[5. 0. 2. 0.],[2. 1. 4.],[0. 2. 0.],[0. 4. 0. 3.],[0. 1. 0. 1.]
99684156,[4. 0. 1. 2.],[5. 0. 0.],[1. 0. 0.],[0. 2. 0. 3.],[0. 0. 0. 1.]
99684157,[1. 0. 0. 6.],[0. 0. 1.],[0. 0. 0.],[0. 1. 0. 0.],[0. 0. 0. 0.]
99684158,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 1. 5. 0.],[0. 0. 0. 0.]
99684159,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684160,[4. 0. 0. 3.],[3. 0. 1.],[0. 0. 0.],[1. 1. 0. 2.],[0. 0. 0. 0.]
99684161,[6. 0. 1. 0.],[6. 0. 1.],[0. 1. 0.],[0. 3. 3. 1.],[0. 1. 0. 0.]
99684162,[1. 1. 1. 4.],[1. 0. 1.],[0. 1. 1.],[0. 1. 0. 1.],[0. 1. 1. 0.]
99684164,[0. 2. 2. 3.],[0. 2. 0.],[0. 4. 0.],[0. 0. 1. 1.],[0. 3. 0. 1.]
99684169,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[0. 1. 3. 1.],[0. 0. 0. 0.]
99684171,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684175,[0. 1. 0. 6.],[0. 0. 0.],[1. 0. 0.],[0. 0. 0. 0.],[0. 1. 0. 0.]
99684176,[3. 1. 0. 3.],[3. 0. 0.],[1. 0. 0.],[0. 0. 1. 2.],[0. 0. 0. 1.]
99684179,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[1. 4. 2. 0.],[0. 0. 0. 0.]
99684183,[5. 0. 1. 1.],[6. 0. 0.],[0. 1. 0.],[1. 2. 0. 3.],[0. 1. 0. 0.]
99684186,[6. 0. 0. 2.],[6. 0. 0.],[0. 0. 0.],[0. 0. 0. 6.],[0. 0. 0. 0.]
99684189,[6. 0. 0. 1.],[5. 0. 1.],[0. 0. 0.],[2. 3. 0. 1.],[0. 0. 0. 0.]
99684190,[4. 0. 0. 3.],[3. 1. 0.],[0. 0. 0.],[0. 1. 0. 3.],[0. 0. 0. 0.]
99684192,[3. 1. 1. 2.],[3. 0. 1.],[1. 1. 0.],[0. 1. 3. 0.],[0. 0. 0. 2.]
99684196,[0. 2. 1. 4.],[1. 0. 0.],[3. 0. 0.],[0. 1. 0. 0.],[0. 1. 0. 2.]
99684198,[7. 0. 0. 0.],[6. 0. 1.],[0. 0. 0.],[0. 1. 1. 5.],[0. 0. 0. 0.]
99684199,[6. 0. 1. 0.],[7. 0. 0.],[1. 0. 0.],[0. 2. 1. 4.],[0. 0. 0. 1.]
99684200,[2. 0. 5. 0.],[6. 1. 0.],[0. 4. 1.],[0. 6. 1. 0.],[0. 1. 0. 4.]
99684201,[1. 0. 6. 0.],[6. 0. 1.],[0. 6. 0.],[0. 1. 0. 6.],[0. 1. 0. 5.]
99684202,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684203,[1. 1. 1. 4.],[1. 0. 1.],[0. 0. 2.],[0. 0. 1. 1.],[1. 0. 1. 0.]
99684204,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 3. 0. 3.],[0. 0. 0. 0.]
99684205,[0. 5. 1. 1.],[1. 0. 0.],[0. 6. 0.],[0. 0. 0. 1.],[0. 1. 0. 5.]
99684206,[6. 0. 1. 0.],[4. 1. 2.],[0. 1. 0.],[2. 0. 0. 5.],[1. 0. 0. 0.]
99684209,[0. 7. 0. 0.],[0. 0. 0.],[0. 7. 0.],[0. 0. 0. 0.],[0. 1. 0. 6.]
99684214,[0. 2. 4. 1.],[3. 0. 1.],[0. 6. 0.],[0. 0. 0. 4.],[0. 0. 0. 6.]
99684219,[6. 0. 0. 1.],[5. 1. 0.],[0. 0. 0.],[0. 3. 1. 2.],[0. 0. 0. 0.]
99684222,[5. 0. 1. 1.],[5. 1. 0.],[0. 0. 1.],[0. 4. 1. 1.],[0. 0. 1. 0.]
99684224,[4. 0. 1. 2.],[4. 0. 1.],[0. 0. 1.],[0. 1. 2. 2.],[0. 0. 1. 0.]
99684225,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 5. 0. 2.],[0. 0. 0. 0.]
99684229,[3. 0. 4. 0.],[6. 1. 0.],[0. 4. 0.],[0. 0. 0. 7.],[0. 2. 0. 2.]
99684236,[2. 1. 4. 0.],[4. 2. 0.],[3. 1. 1.],[1. 5. 0. 0.],[1. 3. 0. 1.]
99684239,[2. 1. 0. 4.],[2. 0. 0.],[0. 1. 0.],[0. 0. 0. 2.],[0. 1. 0. 0.]
99684240,[4. 0. 2. 1.],[2. 2. 2.],[0. 2. 0.],[0. 0. 3. 3.],[0. 2. 0. 0.]
99684241,[2. 0. 0. 5.],[2. 0. 0.],[0. 0. 0.],[0. 2. 0. 0.],[0. 0. 0. 0.]
99684242,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[1. 1. 0. 5.],[0. 0. 0. 0.]
99684243,[6. 1. 0. 0.],[6. 0. 0.],[0. 1. 0.],[0. 3. 1. 2.],[0. 0. 0. 1.]
99684245,[5. 1. 1. 0.],[6. 0. 0.],[0. 2. 0.],[0. 1. 0. 5.],[0. 1. 0. 1.]
99684246,[1. 1. 1. 4.],[2. 0. 0.],[1. 1. 0.],[0. 0. 0. 2.],[0. 1. 0. 1.]
99684247,[3. 2. 1. 2.],[1. 3. 0.],[0. 2. 1.],[0. 2. 0. 2.],[0. 3. 0. 0.]
99684248,[5. 1. 0. 1.],[0. 4. 1.],[0. 1. 0.],[0. 0. 0. 5.],[0. 0. 0. 1.]
99684249,[2. 1. 0. 4.],[0. 1. 1.],[1. 0. 0.],[1. 1. 0. 0.],[0. 0. 0. 1.]
99684251,[5. 0. 1. 1.],[0. 5. 1.],[0. 0. 1.],[1. 0. 1. 4.],[0. 1. 0. 0.]
99684252,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 0. 0. 6.],[0. 0. 0. 0.]
99684259,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684262,[0. 3. 0. 4.],[0. 0. 0.],[0. 3. 0.],[0. 0. 0. 0.],[0. 0. 0. 3.]
99684264,[3. 1. 0. 3.],[1. 2. 0.],[0. 1. 0.],[0. 0. 0. 3.],[0. 1. 0. 0.]
99684266,[1. 1. 0. 5.],[1. 0. 0.],[0. 1. 0.],[0. 0. 0. 1.],[0. 0. 0. 1.]
99684268,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 1. 1. 5.],[0. 0. 0. 0.]
99684275,[5. 0. 0. 2.],[3. 1. 1.],[0. 0. 0.],[0. 1. 0. 4.],[0. 0. 0. 0.]
99684279,[3. 0. 0. 4.],[1. 2. 0.],[0. 0. 0.],[0. 0. 0. 3.],[0. 0. 0. 0.]
99684281,[2. 0. 0. 5.],[2. 0. 0.],[0. 0. 0.],[0. 0. 0. 2.],[0. 0. 0. 0.]
99684282,[1. 1. 2. 3.],[3. 0. 0.],[1. 2. 0.],[0. 0. 0. 3.],[1. 2. 0. 0.]
99684284,[5. 0. 0. 2.],[4. 1. 0.],[0. 0. 0.],[1. 1. 0. 3.],[0. 0. 0. 0.]
99684289,[5. 0. 1. 1.],[5. 1. 0.],[1. 0. 0.],[0. 3. 0. 3.],[0. 1. 0. 0.]
99684290,[1. 1. 1. 4.],[0. 2. 0.],[1. 1. 0.],[0. 1. 1. 0.],[0. 1. 0. 1.]
99684291,[2. 0. 0. 5.],[2. 0. 0.],[0. 0. 0.],[0. 1. 1. 0.],[0. 0. 0. 0.]
99684292,[0. 3. 4. 0.],[1. 2. 1.],[1. 6. 0.],[0. 2. 1. 1.],[0. 4. 0. 3.]
99684293,[4. 0. 0. 3.],[4. 0. 0.],[0. 0. 0.],[0. 1. 0. 3.],[0. 0. 0. 0.]
99684295,[3. 0. 3. 1.],[5. 0. 1.],[0. 3. 0.],[1. 2. 0. 3.],[0. 1. 0. 2.]
99684296,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[0. 0. 0. 5.],[0. 0. 0. 0.]
99684298,[1. 3. 2. 1.],[2. 1. 0.],[0. 5. 0.],[0. 1. 0. 2.],[0. 2. 0. 3.]
99684299,[4. 0. 1. 2.],[5. 0. 0.],[1. 0. 0.],[0. 3. 1. 1.],[0. 1. 0. 0.]
99684303,[3. 1. 0. 3.],[1. 2. 0.],[0. 1. 0.],[0. 0. 0. 3.],[0. 0. 0. 1.]
99684305,[2. 1. 2. 2.],[3. 1. 0.],[0. 3. 0.],[0. 2. 0. 2.],[0. 2. 0. 1.]
99684306,[1. 5. 1. 0.],[0. 2. 0.],[0. 6. 0.],[0. 0. 0. 2.],[0. 0. 0. 6.]
99684311,[1. 1. 1. 4.],[2. 0. 0.],[2. 0. 0.],[0. 0. 0. 2.],[0. 1. 0. 1.]
99684312,[2. 0. 0. 5.],[0. 2. 0.],[0. 0. 0.],[0. 0. 1. 1.],[0. 0. 0. 0.]
99684319,[3. 0. 4. 0.],[6. 0. 1.],[0. 4. 0.],[0. 4. 2. 1.],[0. 1. 0. 3.]
99684323,[3. 0. 1. 3.],[2. 2. 0.],[0. 1. 0.],[1. 1. 0. 2.],[0. 1. 0. 0.]
99684324,[4. 0. 0. 3.],[3. 1. 0.],[0. 0. 0.],[1. 0. 1. 2.],[0. 0. 0. 0.]
99684327,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684328,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 0. 2. 5.],[0. 0. 0. 0.]
99684334,[3. 1. 2. 1.],[5. 0. 0.],[1. 2. 0.],[0. 1. 3. 1.],[1. 1. 0. 1.]
99684337,[4. 1. 0. 2.],[3. 1. 0.],[0. 1. 0.],[0. 0. 0. 4.],[1. 0. 0. 0.]
99684338,[4. 0. 0. 3.],[4. 0. 0.],[0. 0. 0.],[0. 1. 1. 2.],[0. 0. 0. 0.]
99684339,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 3. 0. 3.],[0. 0. 0. 0.]
99684340,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684342,[1. 4. 2. 0.],[1. 0. 2.],[0. 5. 1.],[0. 1. 0. 2.],[0. 5. 0. 1.]
99684343,[5. 1. 0. 1.],[1. 2. 2.],[0. 1. 0.],[0. 1. 0. 4.],[0. 0. 1. 0.]
99684344,[4. 0. 0. 3.],[3. 1. 0.],[0. 0. 0.],[1. 2. 0. 1.],[0. 0. 0. 0.]
99684345,[6. 0. 0. 1.],[6. 0. 0.],[0. 0. 0.],[0. 2. 2. 2.],[0. 0. 0. 0.]
99684347,[5. 0. 0. 2.],[4. 1. 0.],[0. 0. 0.],[1. 1. 2. 1.],[0. 0. 0. 0.]
99684348,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684349,[7. 0. 0. 0.],[6. 0. 1.],[0. 0. 0.],[1. 1. 1. 4.],[0. 0. 0. 0.]
99684351,[3. 2. 2. 0.],[1. 4. 0.],[1. 3. 0.],[0. 1. 3. 1.],[0. 2. 2. 0.]
99684356,[4. 0. 1. 2.],[4. 1. 0.],[0. 0. 1.],[1. 1. 1. 2.],[0. 1. 0. 0.]
99684360,[0. 2. 0. 5.],[0. 0. 0.],[1. 1. 0.],[0. 0. 0. 0.],[0. 2. 0. 0.]
99684362,[0. 6. 0. 1.],[0. 0. 0.],[0. 6. 0.],[0. 0. 0. 0.],[0. 2. 0. 4.]
99684365,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684366,[1. 0. 2. 4.],[0. 3. 0.],[0. 2. 0.],[0. 0. 0. 3.],[0. 0. 0. 2.]
99684369,[2. 2. 1. 2.],[2. 1. 0.],[1. 2. 0.],[0. 0. 0. 3.],[0. 0. 0. 3.]
99684376,[0. 4. 0. 3.],[0. 0. 0.],[1. 3. 0.],[0. 0. 0. 0.],[0. 0. 0. 4.]
99684378,[4. 0. 0. 3.],[0. 4. 0.],[0. 0. 0.],[0. 0. 0. 4.],[0. 0. 0. 0.]
99684380,[3. 0. 0. 4.],[2. 1. 0.],[0. 0. 0.],[0. 1. 1. 1.],[0. 0. 0. 0.]
99684382,[5. 0. 1. 1.],[6. 0. 0.],[0. 1. 0.],[1. 2. 2. 1.],[0. 0. 0. 1.]
99684385,[4. 0. 1. 2.],[4. 0. 1.],[0. 1. 0.],[0. 3. 1. 1.],[0. 0. 1. 0.]
99684389,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[0. 0. 1. 4.],[0. 0. 0. 0.]
99684390,[0. 2. 3. 2.],[1. 1. 1.],[1. 4. 0.],[0. 0. 1. 2.],[0. 2. 1. 2.]
99684391,[4. 1. 1. 1.],[4. 0. 1.],[0. 2. 0.],[0. 4. 1. 0.],[0. 2. 0. 0.]
99684392,[6. 0. 1. 0.],[6. 0. 1.],[0. 1. 0.],[0. 1. 0. 6.],[0. 0. 0. 1.]
99684394,[0. 4. 2. 1.],[0. 1. 1.],[2. 0. 4.],[1. 0. 1. 0.],[1. 1. 3. 1.]
99684395,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684396,[1. 0. 5. 1.],[4. 1. 1.],[1. 4. 0.],[0. 2. 2. 2.],[0. 2. 2. 1.]
99684397,[0. 5. 0. 2.],[0. 0. 0.],[0. 5. 0.],[0. 0. 0. 0.],[0. 5. 0. 0.]
99684399,[0. 6. 0. 1.],[0. 0. 0.],[0. 6. 0.],[0. 0. 0. 0.],[0. 2. 1. 3.]
99684403,[0. 5. 1. 1.],[0. 1. 0.],[0. 6. 0.],[0. 0. 1. 0.],[0. 1. 3. 2.]
99684408,[0. 3. 0. 4.],[0. 0. 0.],[0. 3. 0.],[0. 0. 0. 0.],[0. 2. 0. 1.]
99684412,[0. 4. 1. 2.],[0. 0. 1.],[0. 5. 0.],[0. 1. 0. 0.],[0. 3. 2. 0.]
99684413,[4. 0. 2. 1.],[6. 0. 0.],[0. 2. 0.],[0. 4. 0. 2.],[0. 2. 0. 0.]
99684415,[4. 0. 0. 3.],[1. 3. 0.],[0. 0. 0.],[0. 1. 0. 3.],[0. 0. 0. 0.]
99684419,[1. 0. 0. 6.],[0. 1. 0.],[0. 0. 0.],[0. 0. 1. 0.],[0. 0. 0. 0.]
99684425,[0. 6. 0. 1.],[0. 0. 0.],[0. 6. 0.],[0. 0. 0. 0.],[0. 3. 1. 2.]
99684428,[5. 1. 0. 1.],[4. 1. 0.],[0. 0. 1.],[0. 3. 2. 0.],[0. 0. 1. 0.]
99684430,[3. 0. 0. 4.],[2. 1. 0.],[0. 0. 0.],[0. 0. 0. 3.],[0. 0. 0. 0.]
99684433,[0. 6. 1. 0.],[0. 1. 0.],[0. 7. 0.],[0. 0. 0. 1.],[0. 1. 1. 5.]
99684436,[0. 6. 0. 1.],[0. 0. 0.],[1. 5. 0.],[0. 0. 0. 0.],[1. 4. 1. 0.]
99684437,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684438,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684439,[0. 4. 0. 3.],[0. 0. 0.],[1. 3. 0.],[0. 0. 0. 0.],[0. 3. 0. 1.]
99684440,[0. 7. 0. 0.],[0. 0. 0.],[0. 7. 0.],[0. 0. 0. 0.],[0. 3. 1. 3.]
99684441,[5. 0. 0. 2.],[5. 0. 0.],[0. 0. 0.],[0. 0. 0. 5.],[0. 0. 0. 0.]
99684442,[6. 0. 0. 1.],[2. 2. 2.],[0. 0. 0.],[0. 0. 0. 6.],[0. 0. 0. 0.]
99684443,[5. 1. 1. 0.],[6. 0. 0.],[0. 1. 1.],[0. 1. 0. 5.],[0. 2. 0. 0.]
99684444,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684446,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684447,[5. 0. 1. 1.],[2. 1. 3.],[0. 1. 0.],[3. 1. 0. 2.],[0. 0. 1. 0.]
99684453,[6. 0. 1. 0.],[1. 6. 0.],[0. 1. 0.],[1. 0. 1. 5.],[1. 0. 0. 0.]
99684457,[1. 1. 1. 4.],[1. 1. 0.],[1. 1. 0.],[0. 1. 1. 0.],[0. 1. 0. 1.]
99684458,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684461,[0. 7. 0. 0.],[0. 0. 0.],[0. 7. 0.],[0. 0. 0. 0.],[0. 2. 5. 0.]
99684463,[0. 7. 0. 0.],[0. 0. 0.],[2. 5. 0.],[0. 0. 0. 0.],[0. 4. 2. 1.]
99684467,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684473,[3. 0. 0. 4.],[3. 0. 0.],[0. 0. 0.],[0. 0. 0. 3.],[0. 0. 0. 0.]
99684474,[0. 6. 0. 1.],[0. 0. 0.],[5. 1. 0.],[0. 0. 0. 0.],[1. 4. 0. 1.]
99684478,[0. 1. 0. 6.],[0. 0. 0.],[0. 0. 1.],[0. 0. 0. 0.],[0. 1. 0. 0.]
99684479,[3. 0. 3. 1.],[5. 1. 0.],[0. 3. 0.],[0. 5. 1. 0.],[0. 1. 0. 2.]
99684480,[3. 1. 1. 2.],[3. 1. 0.],[0. 2. 0.],[0. 0. 0. 4.],[0. 0. 0. 2.]
99684481,[1. 1. 1. 4.],[0. 1. 1.],[1. 1. 0.],[0. 0. 0. 2.],[0. 0. 0. 2.]
99684482,[5. 0. 0. 2.],[3. 2. 0.],[0. 0. 0.],[0. 2. 0. 3.],[0. 0. 0. 0.]
99684483,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 3. 0. 4.],[0. 0. 0. 0.]
99684484,[6. 1. 0. 0.],[1. 5. 0.],[0. 0. 1.],[0. 0. 1. 5.],[0. 1. 0. 0.]
99684485,[1. 1. 0. 5.],[0. 1. 0.],[0. 1. 0.],[0. 0. 1. 0.],[0. 0. 0. 1.]
99684486,[2. 0. 1. 4.],[0. 3. 0.],[0. 1. 0.],[0. 1. 1. 1.],[0. 1. 0. 0.]
99684488,[2. 0. 5. 0.],[7. 0. 0.],[0. 5. 0.],[0. 3. 1. 3.],[0. 4. 0. 1.]
99684490,[0. 4. 0. 3.],[0. 0. 0.],[0. 4. 0.],[0. 0. 0. 0.],[0. 2. 0. 2.]
99684494,[6. 0. 1. 0.],[6. 1. 0.],[1. 0. 0.],[1. 3. 1. 2.],[1. 0. 0. 0.]
99684497,[5. 0. 1. 1.],[4. 2. 0.],[0. 1. 0.],[0. 1. 0. 5.],[0. 0. 0. 1.]
99684501,[5. 0. 0. 2.],[4. 1. 0.],[0. 0. 0.],[0. 2. 0. 3.],[0. 0. 0. 0.]
99684504,[7. 0. 0. 0.],[7. 0. 0.],[0. 0. 0.],[0. 6. 0. 1.],[0. 0. 0. 0.]
99684507,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684509,[0. 2. 0. 5.],[0. 0. 0.],[0. 2. 0.],[0. 0. 0. 0.],[0. 2. 0. 0.]
99684511,[0. 0. 0. 3.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0. 0.],[0. 0. 0. 0.]
99684518,[1. 0. 0. 6.],[1. 0. 0.],[0. 0. 0.],[0. 0. 0. 1.],[0. 0. 0. 0.]
